Time,Payload,Payload_Occurrences
15:52:02.558,00 00,7323
16:00:33.860,40 00,12
16:00:34.280,00 00,7323
16:00:45.454,40 00,12
16:00:45.874,00 00,7323
16:00:50.115,02 00,6
16:00:50.538,00 00,7323
