Time,Payload,Payload_Occurrences
15:52:02.536,55 AA,2938
15:52:29.306,55 55,3843
15:52:37.808,AA AA,572
15:52:42.110,55 55,3843
16:00:24.678,AA AA,572
16:01:15.895,55 AA,2938
