Time,Payload,Payload_Occurrences
15:52:02.527,1,45231
15:58:45.491,7,4
15:58:45.528,1,45231
16:01:05.577,4,21213
16:01:23.677,2,3089
16:01:45.274,4,21213
16:01:53.593,1,45231
16:02:23.652,4,21213
16:02:38.752,2,3089
16:02:51.563,4,21213
