Time,Payload,Payload_Occurrences
15:58:36.294,70 00 80 80 00,14233
15:58:36.895,00 00 80 80 00,44
15:58:36.995,60 00 80 80 00,95
15:58:37.195,10 00 80 80 00,65
15:58:37.344,50 00 80 80 00,101
15:58:37.544,30 00 80 80 00,50
15:58:37.644,20 00 80 80 00,75
15:58:37.795,70 00 80 80 00,14233
15:58:38.395,00 00 80 80 00,44
15:58:38.495,60 00 80 80 00,95
15:58:38.695,10 00 80 80 00,65
15:58:38.844,50 00 80 80 00,101
15:58:39.044,30 00 80 80 00,50
15:58:39.144,20 00 80 80 00,75
15:58:39.544,70 00 80 80 00,14233
15:58:39.895,00 00 80 80 00,44
15:58:39.995,60 00 80 80 00,95
15:58:40.195,10 00 80 80 00,65
15:58:40.345,50 00 80 80 00,101
15:58:40.545,30 00 80 80 00,50
15:58:40.645,20 00 80 80 00,75
15:58:40.795,70 00 80 80 00,14233
15:58:41.395,00 00 80 80 00,44
15:58:41.495,60 00 80 80 00,95
15:58:41.695,10 00 80 80 00,65
15:58:41.846,50 00 80 80 00,101
15:58:42.046,30 00 80 80 00,50
15:58:42.145,20 00 80 80 00,75
15:58:42.296,70 00 80 80 00,14233
15:58:42.896,00 00 80 80 00,44
15:58:42.996,60 00 80 80 00,95
15:58:43.196,10 00 80 80 00,65
15:58:43.346,50 00 80 80 00,101
15:58:43.546,30 00 80 80 00,50
15:58:43.646,20 00 80 80 00,75
15:58:43.796,70 00 80 80 00,14233
15:58:44.396,00 00 80 80 00,44
15:58:44.496,60 00 80 80 00,95
15:58:44.696,10 00 80 80 00,65
15:58:44.846,50 00 80 80 00,101
15:58:45.046,30 00 80 80 00,50
15:58:45.146,20 00 80 80 00,75
15:58:45.297,70 00 80 80 00,14233
16:00:24.729,30 00 80 80 00,50
16:00:24.830,20 00 80 80 00,75
16:00:24.979,50 00 80 80 00,101
16:00:25.329,60 00 80 80 00,95
16:00:25.630,70 00 80 80 00,14233
