ID (hex),DLC,Data (hex),ASCII,Adjusted_Time
411,8,00 00 10 00 00 00 00 00,........,15:53:22.911
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.913
108,1,1,.,15:53:22.914
541,8,91 26 00 01 00 00 00 00,.&......,15:53:22.915
410,1,80,.,15:53:22.918
208,8,00 00 00 00 00 00 00 00,........,15:53:22.919
20D,2,50 03,P.,15:53:22.921
40B,1,0A,.,15:53:22.921
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.923
50A,4,00 01 00 00,....,15:53:22.923
541,8,82 EA 08 3C 85 0D 00 00,...<....,15:53:22.925
108,1,1,.,15:53:22.925
238,8,07 00 03 C0 00 00 00 00,........,15:53:22.928
20E,4,00 02 07 02,....,15:53:22.933
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.934
23E,5,70 00 80 80 00,p....,15:53:22.934
108,1,1,.,15:53:22.935
407,1,0,.,15:53:22.935
51E,8,00 00 00 00 07 01 00 01,........,15:53:22.936
541,8,B3 2A 06 3C 99 0C 00 00,.*.<....,15:53:22.937
209,6,50 20 05 00 80 00,P ....,15:53:22.938
219,2,00 00,..,15:53:22.938
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:53:22.939
409,1,0,.,15:53:22.940
509,4,00 00 00 00,....,15:53:22.941
50E,2,0A 00,..,15:53:22.941
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.943
223,2,55 55,UU,15:53:22.943
20F,8,FF 01 04 00 00 3E 43 96,.....>C.,15:53:22.944
108,1,1,.,15:53:22.945
240,8,62 64 00 00 00 00 00 00,bd......,15:53:22.946
290,8,01 B8 1F 55 3B 0C 00 00,...U,15:53:22.947
504,8,00 00 00 00 00 00 00 00,........,15:53:22.948
228,8,00 00 00 00 00 00 00 00,........,15:53:22.949
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:53:22.950
541,8,94 6A 84 3E C5 F4 A5 02,.j.>....,15:53:22.951
21A,2,00 00,..,15:53:22.952
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.953
22A,8,10 02 ED 70 0D 3E 20 32,...p.> 2,15:53:22.954
292,8,40 21 00 00 00 00 C0 8F,@!......,15:53:22.955
541,8,C5 EA 00 3F E1 54 00 00,...?.T..,15:53:22.956
108,1,1,.,15:53:22.957
3000000000,8,01 04 00 00 00 00 A0 91,........,15:53:22.958
408,1,4,.,15:53:22.958
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:53:22.963
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.964
50A,4,00 01 00 00,....,15:53:22.964
541,8,E6 6A 00 3E E5 54 00 00,.j.>.T..,15:53:22.965
108,1,1,.,15:53:22.966
214,7,00 00 7F 3F 41 10 FF,..?A..,15:53:22.967
304,7,4C 8A 01 00 FF 82 04,L......,15:53:22.968
404,1,0B,.,15:53:22.968
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:53:22.969
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.973
541,8,D7 6A 00 3D C1 54 00 00,.j.=.T..,15:53:22.975
108,1,1,.,15:53:22.976
509,4,00 00 00 00,....,15:53:22.977
230,8,02 00 00 00 00 00 00 00,........,15:53:22.978
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.983
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:53:22.984
108,1,1,.,15:53:22.984
213,4,02 01 90 00,....,15:53:22.985
234,2,00 00,..,15:53:22.985
23E,5,70 00 80 80 00,p....,15:53:22.986
303,6,FF 3F 1F 1F 0F FF,.?....,15:53:22.987
403,1,1,.,15:53:22.987
248,8,10 00 00 06 00 FF FF 00,........,15:53:22.988
504,8,00 00 00 00 00 00 00 00,........,15:53:22.989
523,8,00 00 00 00 1A 04 00 22,".......""",15:53:22.990
541,8,A8 6A 00 3B E1 54 00 00,.j.,15:53:22.991
21E,8,00 00 00 00 00 00 00 00,........,15:53:22.993
108,1,1,.,15:53:22.994
290,8,00 04 A0 00 6A 90 00 00,....j...,15:53:22.995
541,8,39 00 00 00 08 00 00 00,9.......,15:53:22.996
20A,6,50 20 05 00 80 00,P ....,15:53:23.003
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.004
30A,2,00 00,..,15:53:23.004
40A,1,0,.,15:53:23.005
50A,4,00 01 00 00,....,15:53:23.005
50B,2,0A 00,..,15:53:23.006
108,1,1,.,15:53:23.006
51A,8,00 00 00 00 12 02 00 0E,........,15:53:23.007
541,8,8A 1C 00 41 05 00 00 00,...A....,15:53:23.008
11B,5,00 40 14 00 70,.@..p,15:53:23.010
3AA,8,C7 81 72 2A 6E 00 00 00,..r*n...,15:53:23.011
411,8,00 00 10 00 00 00 00 00,........,15:53:23.012
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.013
108,1,1,.,15:53:23.014
541,8,CB EA FF 00 00 00 00 00,........,15:53:23.015
509,4,00 00 00 00,....,15:53:23.017
410,1,90,.,15:53:23.018
208,8,00 00 00 00 00 00 00 00,........,15:53:23.019
20D,2,50 03,P.,15:53:23.021
40B,1,0,.,15:53:23.022
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.023
22E,8,01 50 FF FF 00 00 00 00,.P......,15:53:23.024
108,1,1,.,15:53:23.024
240,8,62 64 00 00 00 00 00 00,bd......,15:53:23.025
541,8,0C 00 06 00 00 00 00 00,........,15:53:23.026
504,8,00 00 00 00 00 00 00 00,........,15:53:23.027
238,8,07 00 03 C0 00 00 00 00,........,15:53:23.028
20E,4,00 02 07 02,....,15:53:23.033
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.034
23E,5,70 00 80 80 00,p....,15:53:23.034
407,1,0,.,15:53:23.035
108,1,1,.,15:53:23.035
541,8,0D 3B 01 00 00 00 00 00,.,15:53:23.036
209,6,50 20 05 00 80 00,P ....,15:53:23.038
219,2,00 00,..,15:53:23.038
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:53:23.039
409,1,0,.,15:53:23.040
50E,2,0A 00,..,15:53:23.040
50A,4,00 01 00 00,....,15:53:23.042
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.043
20F,8,FF 01 04 00 00 3E 53 A6,.....>S.,15:53:23.044
108,1,1,.,15:53:23.045
223,2,55 55,UU,15:53:23.045
290,8,01 B8 3F 55 3B 0F 00 00,..?U,15:53:23.046
541,8,3E 9C A3 09 00 00 00 00,>.......,15:53:23.047
228,8,00 00 00 00 00 00 00 00,........,15:53:23.048
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:53:23.049
21A,2,00 00,..,15:53:23.052
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.053
292,8,40 21 00 00 00 00 D0 42,@!.....B,15:53:23.054
541,8,C0 2A 00 02 00 00 00 00,.*......,15:53:23.055
108,1,1,.,15:53:23.056
408,1,4,.,15:53:23.057
509,4,00 00 00 00,....,15:53:23.058
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.063
108,1,1,.,15:53:23.064
541,8,91 26 00 01 00 00 00 00,.&......,15:53:23.065
214,7,00 00 7F 3F 41 10 FF,..?A..,15:53:23.067
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:53:23.068
304,7,4C 8A 01 00 FF 82 04,L......,15:53:23.069
404,1,1,.,15:53:23.069
504,8,00 00 00 00 00 00 00 00,........,15:53:23.070
22A,8,10 02 ED 70 0D 3E 20 32,...p.> 2,15:53:23.073
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.074
541,8,82 EA 08 3C 89 0D 00 00,...<....,15:53:23.075
108,1,1,.,15:53:23.075
230,8,00 00 00 00 00 00 00 00,........,15:53:23.078
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:53:23.083
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.084
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:53:23.085
108,1,1,.,15:53:23.085
213,4,02 01 90 00,....,15:53:23.086
234,2,00 00,..,15:53:23.086
23E,5,70 00 80 80 00,p....,15:53:23.087
403,1,1,.,15:53:23.087
248,8,10 00 00 06 00 FF FF 00,........,15:53:23.088
50A,4,00 01 00 00,....,15:53:23.089
541,8,B3 2A 06 3C 99 0C 00 00,.*.<....,15:53:23.090
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.093
108,1,1,.,15:53:23.094
541,8,94 AA 84 3E C5 F4 A5 02,...>....,15:53:23.095
290,8,00 04 A0 00 6A 90 00 00,....j...,15:53:23.096
509,4,00 00 00 00,....,15:53:23.097
20A,6,50 20 05 00 80 00,P ....,15:53:23.103
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.103
240,8,62 64 00 00 00 00 00 00,bd......,15:53:23.104
108,1,1,.,15:53:23.105
40A,1,0A,.,15:53:23.105
50B,2,0A 00,..,15:53:23.106
504,8,00 00 00 00 00 00 00 00,........,15:53:23.107
541,8,C5 2A 01 3F E1 54 00 00,.*.?.T..,15:53:23.108
411,8,00 00 10 00 00 00 00 00,........,15:53:23.111
11B,5,00 40 24 00 80,.@$..,15:53:23.112
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.113
108,1,1,.,15:53:23.114
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:53:23.115
258,2,00 00,..,15:53:23.116
410,1,A0,.,15:53:23.118
208,8,00 00 00 00 00 00 00 00,........,15:53:23.119
20D,2,50 03,P.,15:53:23.121
40B,1,0,.,15:53:23.122
50A,4,00 01 00 00,....,15:53:23.122
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.123
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:53:23.125
108,1,1,.,15:53:23.125
238,8,07 00 03 C0 00 00 00 00,........,15:53:23.128
20E,4,00 02 07 02,....,15:53:23.132
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.133
23E,5,70 00 80 80 00,p....,15:53:23.134
407,1,0,.,15:53:23.135
541,8,88 6A 00 3B D1 54 00 00,.j.,15:53:23.136
108,1,1,.,15:53:23.136
209,6,50 20 05 00 80 00,P ....,15:53:23.138
219,2,00 00,..,15:53:23.138
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:53:23.139
309,2,00 00,..,15:53:23.140
409,1,0,.,15:53:23.140
509,4,00 00 00 00,....,15:53:23.141
50E,2,0A 00,..,15:53:23.141
519,8,00 00 00 00 12 02 00 0E,........,15:53:23.142
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.143
20F,8,FF 01 04 00 00 3E 63 B6,.....>c.,15:53:23.144
108,1,1,.,15:53:23.145
223,2,55 55,UU,15:53:23.145
290,8,01 B8 2F 55 3B 1C 00 00,../U,15:53:23.146
504,8,00 00 00 00 00 00 00 00,........,15:53:23.147
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:53:23.148
228,8,00 00 00 00 00 00 00 00,........,15:53:23.149
541,8,39 00 00 00 08 00 00 00,9.......,15:53:23.150
21A,2,00 00,..,15:53:23.152
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.153
292,8,40 21 00 00 00 00 E0 08,@!......,15:53:23.154
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:53:23.155
108,1,1,.,15:53:23.156
408,1,4,.,15:53:23.157
50A,4,00 01 00 00,....,15:53:23.162
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.163
541,8,AB EA FF 00 00 00 00 00,........,15:53:23.165
108,1,1,.,15:53:23.166
214,7,00 00 7F 3F 41 10 FF,..?A..,15:53:23.167
304,7,4C 8A 01 00 FF 82 04,L......,15:53:23.168
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:53:23.169
404,1,1,.,15:53:23.169
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.173
541,8,0C 00 06 00 00 00 00 00,........,15:53:23.175
108,1,1,.,15:53:23.176
509,4,00 00 00 00,....,15:53:23.177
230,8,01 00 00 00 00 00 00 00,........,15:53:23.178
30F,1,1,.,15:53:23.180
33F,1,4,.,15:53:23.180
36F,8,02 00 F9 71 0F 00 3B 02,...q..,15:53:23.181
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.183
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:53:23.184
108,1,1,.,15:53:23.184
213,4,02 01 90 00,....,15:53:23.185
234,2,00 00,..,15:53:23.185
23E,5,70 00 80 80 00,p....,15:53:23.186
240,8,62 64 00 00 00 00 00 00,bd......,15:53:23.187
403,1,1,.,15:53:23.188
504,8,00 00 00 00 00 00 00 00,........,15:53:23.189
248,8,10 00 00 06 00 FF FF 00,........,15:53:23.190
541,8,0D 3B 01 00 00 00 00 00,.,15:53:23.191
22A,8,10 02 ED 70 0D 3E 20 32,...p.> 2,15:53:23.193
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.194
108,1,1,.,15:53:23.194
290,8,00 04 A0 00 6A 90 00 00,....j...,15:53:23.195
541,8,3E 9C A4 09 00 00 00 00,>.......,15:53:23.196
20A,6,50 20 05 00 80 00,P ....,15:53:23.203
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.204
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:53:23.205
40A,1,0,.,15:53:23.205
50A,4,00 01 00 00,....,15:53:23.206
108,1,1,.,15:53:23.206
50B,2,0A 00,..,15:53:23.207
541,8,A0 2A 00 02 00 00 00 00,.*......,15:53:23.208
11B,5,00 40 34 00 90,.@4..,15:53:23.210
411,8,00 00 10 00 00 00 00 00,........,15:53:23.211
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.213
541,8,91 26 00 01 00 00 00 00,.&......,15:53:23.215
108,1,1,.,15:53:23.216
509,4,00 00 00 00,....,15:53:23.217
410,1,B0,.,15:53:23.218
208,8,00 00 00 00 00 00 00 00,........,15:53:23.219
20D,2,50 03,P.,15:53:23.221
40B,1,0,.,15:53:23.222
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.223
22E,8,01 50 FF FF 00 00 00 00,.P......,15:53:23.224
108,1,1,.,15:53:23.224
541,8,72 2A 09 3C 89 0D 00 00,r*.<....,15:53:23.225
504,8,00 00 00 00 00 00 00 00,........,15:53:23.227
238,8,07 00 03 C0 00 00 00 00,........,15:53:23.228
20E,4,00 02 07 02,....,15:53:23.233
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.234
223,2,55 55,UU,15:53:23.234
108,1,1,.,15:53:23.235
23E,5,70 00 80 80 00,p....,15:53:23.235
407,1,5,.,15:53:23.236
541,8,A3 6A 06 3C 95 0C 00 00,.j.<....,15:53:23.237
209,6,50 20 05 00 80 00,P ....,15:53:23.238
219,2,00 00,..,15:53:23.238
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:53:23.239
409,1,0A,.,15:53:23.240
50E,2,0A 00,..,15:53:23.240
50A,4,00 01 00 00,....,15:53:23.242
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.243
20F,8,FF 01 04 00 00 3E 73 C6,.....>s.,15:53:23.244
108,1,1,.,15:53:23.245
290,8,01 B8 FF 54 3B 20 00 00,...T,15:53:23.246
541,8,84 2A 84 3E BD D4 A5 02,.*.>....,15:53:23.247
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:53:23.248
228,8,00 00 00 00 00 00 00 00,........,15:53:23.249
21A,2,00 00,..,15:53:23.252
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.253
292,8,40 21 00 00 00 00 F0 C5,@!......,15:53:23.254
541,8,B5 EA 00 3F DD 54 00 00,...?.T..,15:53:23.255
108,1,1,.,15:53:23.256
408,1,5,.,15:53:23.257
509,4,00 00 00 00,....,15:53:23.258
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.263
240,8,62 64 00 00 00 00 00 00,bd......,15:53:23.264
108,1,1,.,15:53:23.264
541,8,B6 6A 00 3E D5 54 00 00,.j.>.T..,15:53:23.265
214,7,00 00 7F 3F 41 10 FF,..?A..,15:53:23.267
304,7,4C 8A 01 00 FF 82 04,L......,15:53:23.268
404,1,1,.,15:53:23.268
504,8,00 00 00 00 00 00 00 00,........,15:53:23.269
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:53:23.270
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.273
541,8,B7 6A 00 3D B1 54 00 00,.j.=.T..,15:53:23.275
108,1,1,.,15:53:23.275
230,8,02 00 00 00 00 00 00 00,........,15:53:23.278
50A,4,00 01 00 00,....,15:53:23.282
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.283
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:53:23.284
108,1,1,.,15:53:23.285
213,4,02 01 90 00,....,15:53:23.285
234,2,00 00,..,15:53:23.286
23E,5,70 00 80 80 00,p....,15:53:23.287
403,1,0B,.,15:53:23.287
248,8,10 00 00 06 00 FF FF 00,........,15:53:23.288
541,8,88 6A 00 3B C9 54 00 00,.j.,15:53:23.289
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.293
108,1,1,.,15:53:23.294
541,8,39 00 00 00 08 00 00 00,9.......,15:53:23.295
290,8,00 04 A0 00 6A 90 00 00,....j...,15:53:23.296
509,4,00 00 00 00,....,15:53:23.298
20A,6,50 20 05 00 80 00,P ....,15:53:23.303
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.304
40A,1,0,.,15:53:23.304
50B,2,0A 00,..,15:53:23.305
541,8,6A 1C 00 3E 05 00 00 00,j..>....,15:53:23.306
504,8,00 00 00 00 00 00 00 00,........,15:53:23.307
108,1,1,.,15:53:23.309
11B,5,00 40 44 00 A0,.@D..,15:53:23.310
411,8,00 00 10 00 00 00 00 00,........,15:53:23.311
22A,8,10 02 ED 70 0D 3E 20 32,...p.> 2,15:53:23.313
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.314
541,8,AB EA FF 00 00 00 00 00,........,15:53:23.315
108,1,1,.,15:53:23.316
410,1,C0,.,15:53:23.318
208,8,00 00 00 00 00 00 00 00,........,15:53:23.319
20D,2,50 03,P.,15:53:23.321
40B,1,0,.,15:53:23.322
50D,8,00 20 04 09 06 00 00 03,. ......,15:53:23.323
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.324
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:53:23.325
108,1,1,.,15:53:23.325
50A,4,00 01 00 00,....,15:53:23.326
541,8,0C 00 06 00 00 00 00 00,........,15:53:23.327
238,8,07 00 03 C0 00 00 00 00,........,15:53:23.328
20E,4,00 02 07 02,....,15:53:23.333
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.334
223,2,55 55,UU,15:53:23.334
108,1,1,.,15:53:23.335
23E,5,70 00 80 80 00,p....,15:53:23.335
407,1,0,.,15:53:23.336
541,8,0D 3B 01 00 00 00 00 00,.,15:53:23.337
209,6,50 20 05 00 80 00,P ....,15:53:23.338
219,2,00 00,..,15:53:23.338
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:53:23.339
409,1,0,.,15:53:23.340
509,4,00 00 00 00,....,15:53:23.340
50E,2,0A 00,..,15:53:23.341
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.343
240,8,62 64 00 00 00 00 00 00,bd......,15:53:23.344
108,1,1,.,15:53:23.344
20F,8,FF 01 04 00 00 3E 83 D6,.....>..,15:53:23.345
290,8,01 B8 FF 54 3B 20 00 00,...T,15:53:23.346
361,5,07 02 03 00 00,.....,15:53:23.347
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:53:23.348
228,8,00 00 00 00 00 00 00 00,........,15:53:23.349
504,8,00 00 00 00 00 00 00 00,........,15:53:23.350
541,8,3E 9C A4 09 00 00 00 00,>.......,15:53:23.351
21A,2,00 00,..,15:53:23.352
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.353
292,8,40 21 00 00 00 00 00 BA,@!......,15:53:23.354
541,8,A0 2A 00 02 00 00 00 00,.*......,15:53:23.355
108,1,1,.,15:53:23.356
408,1,4,.,15:53:23.357
50A,4,00 01 00 00,....,15:53:23.362
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.363
541,8,91 26 00 01 00 00 00 00,.&......,15:53:23.365
108,1,1,.,15:53:23.366
214,7,00 00 7F 3F 41 10 FF,..?A..,15:53:23.367
304,7,4C 8A 01 00 FF 82 04,L......,15:53:23.368
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:53:23.369
404,1,1,.,15:53:23.369
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.373
541,8,72 2A 08 3D 85 0D 00 00,r*.=....,15:53:23.375
108,1,1,.,15:53:23.376
509,4,00 00 00 00,....,15:53:23.378
230,8,00 00 00 00 00 00 00 00,........,15:53:23.379
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.383
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:53:23.384
108,1,1,.,15:53:23.384
213,4,02 01 90 00,....,15:53:23.385
234,2,00 00,..,15:53:23.385
23E,5,70 00 80 80 00,p....,15:53:23.386
403,1,1,.,15:53:23.387
504,8,00 00 00 00 00 00 00 00,........,15:53:23.388
541,8,A3 6A 06 3D 99 0C 00 00,.j.=....,15:53:23.389
248,8,10 00 00 06 00 FF FF 00,........,15:53:23.390
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.393
108,1,1,.,15:53:23.394
290,8,00 04 A0 00 6A 90 00 00,....j...,15:53:23.395
541,8,84 2A 84 3E BD F4 A5 02,.*.>....,15:53:23.396
20A,6,50 20 05 00 80 00,P ....,15:53:23.403
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.404
40A,1,0,.,15:53:23.404
50A,4,00 01 00 00,....,15:53:23.405
50B,2,0A 00,..,15:53:23.405
108,1,1,.,15:53:23.406
541,8,B5 EA 00 3F DD 54 00 00,...?.T..,15:53:23.407
11B,5,00 40 54 00 B0,.@T..,15:53:23.410
411,8,00 00 10 00 00 00 00 00,........,15:53:23.411
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.413
108,1,1,.,15:53:23.414
541,8,B6 6A 00 3E DD 54 00 00,.j.>.T..,15:53:23.415
509,4,00 00 00 00,....,15:53:23.418
410,1,D0,.,15:53:23.418
208,8,00 00 00 00 00 00 00 00,........,15:53:23.419
38F,2,01 FF,..,15:53:23.420
20D,2,50 03,P.,15:53:23.421
40B,1,0A,.,15:53:23.422
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.423
22E,8,01 50 FF FF 00 00 00 00,.P......,15:53:23.424
108,1,1,.,15:53:23.424
240,8,62 64 00 00 00 00 00 00,bd......,15:53:23.425
541,8,B7 6A 00 3D B9 54 00 00,.j.=.T..,15:53:23.426
504,8,00 00 00 00 00 00 00 00,........,15:53:23.427
238,8,07 00 03 C0 00 00 00 00,........,15:53:23.428
22A,8,10 02 ED 70 0D 3E 20 32,...p.> 2,15:53:23.433
20E,4,00 02 07 02,....,15:53:23.433
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.434
223,2,55 55,UU,15:53:23.435
108,1,1,.,15:53:23.435
23E,5,70 00 80 80 00,p....,15:53:23.436
407,1,0,.,15:53:23.437
541,8,88 6A 00 3B D1 54 00 00,.j.,15:53:23.438
209,6,50 20 05 00 80 00,P ....,15:53:23.438
219,2,00 00,..,15:53:23.439
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:53:23.440
409,1,0,.,15:53:23.440
50E,2,0A 00,..,15:53:23.441
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:53:23.443
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.444
20F,8,FF 01 04 00 00 3E 93 E6,.....>..,15:53:23.445
290,8,01 B8 EF 54 3B 06 00 00,...T,15:53:23.446
108,1,1,.,15:53:23.446
50A,4,00 01 00 00,....,15:53:23.447
541,8,39 00 00 00 08 00 00 00,9.......,15:53:23.448
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:53:23.449
228,8,00 00 00 00 00 00 00 00,........,15:53:23.450
21A,2,00 00,..,15:53:23.452
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.453
292,8,40 21 00 00 00 00 10 77,@!.....w,15:53:23.454
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:53:23.455
3000000000,8,01 04 00 00 00 00 B0 A1,........,15:53:23.457
108,1,1,.,15:53:23.457
509,4,00 00 00 00,....,15:53:23.458
408,1,4,.,15:53:23.458
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.463
108,1,1,.,15:53:23.464
541,8,BB EA FF 00 00 00 00 00,........,15:53:23.465
214,7,00 00 7F 3F 41 10 FF,..?A..,15:53:23.467
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:53:23.468
304,7,4C 8A 01 00 FF 82 04,L......,15:53:23.469
314,4,FF 00 01 01,....,15:53:23.470
404,1,0B,.,15:53:23.470
504,8,00 00 00 00 00 00 00 00,........,15:53:23.471
514,8,00 00 00 00 18 01 00 22,".......""",15:53:23.472
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.473
541,8,0C 00 06 00 00 00 00 00,........,15:53:23.475
108,1,1,.,15:53:23.476
230,8,01 00 00 00 00 00 00 00,........,15:53:23.478
50A,4,00 01 00 00,....,15:53:23.482
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.483
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:53:23.484
108,1,1,.,15:53:23.485
213,4,02 01 90 00,....,15:53:23.486
234,2,00 00,..,15:53:23.486
23E,5,70 00 80 80 00,p....,15:53:23.487
403,1,1,.,15:53:23.487
541,8,0D 3B 01 00 00 00 00 00,.,15:53:23.488
248,8,10 00 00 06 00 FF FF 00,........,15:53:23.489
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.493
512,8,0A 86 02 13 A5 E3 CA 14,........,15:53:23.494
108,1,1,.,15:53:23.494
290,8,00 04 A0 00 6A 90 00 00,....j...,15:53:23.495
513,8,0A 86 02 13 A5 E3 CA 14,........,15:53:23.496
541,8,2E 9C A1 09 00 00 00 00,........,15:53:23.497
509,4,00 00 00 00,....,15:53:23.498
20A,6,50 20 05 00 80 00,P ....,15:53:23.503
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.504
240,8,62 64 00 00 00 00 00 00,bd......,15:53:23.505
40A,1,0,.,15:53:23.505
50B,2,0A 00,..,15:53:23.506
108,1,1,.,15:53:23.506
504,8,00 00 00 00 00 00 00 00,........,15:53:23.507
541,8,B0 2A 00 02 00 00 00 00,.*......,15:53:23.508
411,8,00 00 10 00 00 00 00 00,........,15:53:23.511
11B,5,00 40 64 00 C0,.@d..,15:53:23.512
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.513
108,1,1,.,15:53:23.514
541,8,91 26 00 01 00 00 00 00,.&......,15:53:23.515
410,1,E0,.,15:53:23.518
208,8,00 00 00 00 00 00 00 00,........,15:53:23.519
20D,2,50 03,P.,15:53:23.521
40B,1,0,.,15:53:23.522
50A,4,00 01 00 00,....,15:53:23.523
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.524
541,8,82 EA 08 3D 85 0D 00 00,...=....,15:53:23.525
108,1,1,.,15:53:23.525
238,8,07 00 03 C0 00 00 00 00,........,15:53:23.528
20E,4,00 02 07 02,....,15:53:23.533
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.534
223,2,55 55,UU,15:53:23.534
108,1,1,.,15:53:23.535
23E,5,70 00 80 80 00,p....,15:53:23.535
407,1,0,.,15:53:23.536
541,8,B3 6A 06 3D 95 0C 00 00,.j.=....,15:53:23.537
209,6,50 20 05 00 80 00,P ....,15:53:23.538
219,2,00 00,..,15:53:23.538
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:53:23.539
409,1,0,.,15:53:23.540
509,4,00 00 00 00,....,15:53:23.540
50E,2,0A 00,..,15:53:23.541
21E,8,00 00 00 00 00 00 00 00,........,15:53:23.543
